,gender,age,income,career,dec,attr,sinc,intel,fun,amb,like
1642,1,27.0,,consulting,0,5.0,5.0,6.0,3.0,5.0,4.0
1643,1,27.0,,consulting,0,4.0,4.0,7.0,6.0,8.0,4.0
1644,1,27.0,,consulting,0,5.0,6.0,5.0,5.0,5.0,5.0
1645,1,27.0,,consulting,0,3.0,7.0,6.0,7.0,5.0,6.0
1646,1,27.0,,consulting,0,2.0,6.0,6.0,5.0,5.0,5.0
1647,1,27.0,,consulting,0,3.0,8.0,7.0,6.0,7.0,6.0
1648,1,27.0,,consulting,0,5.0,6.0,7.0,4.0,7.0,4.0
1649,1,27.0,,consulting,0,7.0,6.0,7.0,5.0,5.0,5.0
1650,1,27.0,,consulting,0,6.0,6.0,7.0,5.0,5.0,4.0
1651,1,27.0,,consulting,0,7.0,7.0,6.0,6.0,8.0,7.0
1652,1,27.0,,consulting,0,3.0,8.0,5.0,4.0,5.0,6.0
1653,1,27.0,,consulting,0,8.0,7.0,8.0,5.0,6.0,7.0
1654,1,27.0,,consulting,0,7.0,6.0,6.0,3.0,4.0,4.0
1655,1,27.0,,consulting,0,5.0,7.0,7.0,5.0,5.0,4.0
1656,0,20.0,,Social work,1,7.0,7.0,7.0,9.0,7.0,8.0
1657,0,20.0,,Social work,0,4.0,8.0,7.0,4.0,9.0,4.0
1658,0,20.0,,Social work,0,5.0,1.0,6.0,2.0,8.0,1.0
1659,0,20.0,,Social work,1,7.0,7.0,8.0,8.0,7.0,8.0
1660,0,20.0,,Social work,1,5.0,7.0,9.0,6.0,8.0,8.0
1661,0,20.0,,Social work,1,10.0,6.0,7.0,8.0,8.0,8.0
1662,0,20.0,,Social work,1,9.0,10.0,8.0,8.0,7.0,9.0
1663,0,20.0,,Social work,1,7.0,7.0,6.0,7.0,6.0,7.0
1664,0,20.0,,Social work,1,8.0,8.0,8.0,8.0,8.0,7.0
1665,0,20.0,,Social work,0,2.0,7.0,6.0,2.0,5.0,2.0
1666,0,21.0,53923.0,What a question!,1,8.0,10.0,9.0,10.0,5.0,8.0
1667,0,21.0,53923.0,What a question!,0,5.0,9.0,6.0,5.0,5.0,4.0
1668,0,21.0,53923.0,What a question!,0,5.0,9.0,8.0,1.0,10.0,1.0
1669,0,21.0,53923.0,What a question!,1,10.0,9.0,10.0,10.0,10.0,9.0
1670,0,21.0,53923.0,What a question!,1,6.0,9.0,8.0,7.0,7.0,7.0
1671,0,21.0,53923.0,What a question!,1,9.0,9.0,8.0,10.0,7.0,9.0
1672,0,21.0,53923.0,What a question!,1,6.0,10.0,9.0,8.0,7.0,6.0
1673,0,21.0,53923.0,What a question!,0,6.0,9.0,7.0,8.0,7.0,9.0
1674,0,21.0,53923.0,What a question!,1,9.0,9.0,8.0,6.0,5.0,7.0
1675,0,21.0,53923.0,What a question!,0,4.0,9.0,8.0,3.0,6.0,3.0
1676,0,20.0,,,1,7.0,6.0,6.0,7.0,4.0,6.0
1677,0,20.0,,,1,8.0,7.0,6.0,6.0,5.0,7.0
1678,0,20.0,,,0,4.0,3.0,4.0,2.0,9.0,2.0
1679,0,20.0,,,0,7.0,5.0,5.0,6.0,5.0,5.0
1680,0,20.0,,,0,5.0,6.0,5.0,5.0,5.0,6.0
1681,0,20.0,,,0,2.0,3.0,2.0,2.0,6.0,2.0
1682,0,20.0,,,1,8.0,6.0,7.0,8.0,7.0,8.0
1683,0,20.0,,,0,5.0,6.0,5.0,4.0,6.0,5.0
1684,0,20.0,,,1,7.0,8.0,7.0,5.0,6.0,7.0
1685,0,20.0,,,0,5.0,6.0,4.0,5.0,3.0,5.0
1686,0,21.0,27094.0,psychologist,0,10.0,10.0,10.0,10.0,10.0,10.0
1687,0,21.0,27094.0,psychologist,0,6.0,10.0,10.0,7.0,6.0,5.0
1688,0,21.0,27094.0,psychologist,0,2.0,10.0,10.0,2.0,10.0,2.0
1689,0,21.0,27094.0,psychologist,1,10.0,10.0,10.0,10.0,10.0,10.0
1690,0,21.0,27094.0,psychologist,0,6.0,10.0,10.0,8.0,10.0,8.0
1691,0,21.0,27094.0,psychologist,1,8.0,5.0,9.0,9.0,10.0,7.0
1692,0,21.0,27094.0,psychologist,1,9.0,10.0,9.0,8.0,8.0,8.0
1693,0,21.0,27094.0,psychologist,0,6.0,10.0,8.0,8.0,10.0,6.0
1694,0,21.0,27094.0,psychologist,0,6.0,9.0,9.0,9.0,9.0,6.0
1696,0,21.0,,if only i knew,1,10.0,10.0,10.0,10.0,10.0,10.0
1697,0,21.0,,if only i knew,1,7.0,10.0,8.0,8.0,8.0,8.0
1698,0,21.0,,if only i knew,0,4.0,4.0,8.0,2.0,10.0,3.0
1699,0,21.0,,if only i knew,1,10.0,8.0,8.0,9.0,8.0,10.0
1700,0,21.0,,if only i knew,0,6.0,9.0,10.0,7.0,9.0,7.0
1701,0,21.0,,if only i knew,1,8.0,6.0,6.0,7.0,5.0,7.0
1702,0,21.0,,if only i knew,0,7.0,8.0,8.0,6.0,6.0,6.0
1703,0,21.0,,if only i knew,1,6.0,10.0,6.0,9.0,6.0,8.0
1704,0,21.0,,if only i knew,1,10.0,7.0,7.0,7.0,6.0,8.0
1705,0,21.0,,if only i knew,0,4.0,8.0,7.0,3.0,7.0,5.0
1706,0,21.0,57213.0,"Marketing, Advertising",1,10.0,10.0,10.0,10.0,10.0,8.0
1707,0,21.0,57213.0,"Marketing, Advertising",0,7.0,10.0,8.0,7.0,8.0,7.0
1708,0,21.0,57213.0,"Marketing, Advertising",0,4.0,8.0,7.0,5.0,9.0,2.0
1709,0,21.0,57213.0,"Marketing, Advertising",1,10.0,10.0,10.0,10.0,10.0,10.0
1710,0,21.0,57213.0,"Marketing, Advertising",0,6.0,10.0,9.0,7.0,8.0,7.0
1711,0,21.0,57213.0,"Marketing, Advertising",0,8.0,6.0,7.0,6.0,8.0,7.0
1712,0,21.0,57213.0,"Marketing, Advertising",0,7.0,8.0,6.0,6.0,6.0,8.0
1713,0,21.0,57213.0,"Marketing, Advertising",0,7.0,7.0,6.0,7.0,9.0,4.0
1714,0,21.0,57213.0,"Marketing, Advertising",0,5.0,10.0,8.0,5.0,8.0,6.0
1719,0,19.0,,lawyer/gov.position,1,6.0,8.0,8.0,9.0,8.0,7.0
1721,0,19.0,,lawyer/gov.position,1,8.0,10.0,9.0,10.0,8.0,8.0
1726,0,20.0,42390.0,Writer,1,7.0,8.0,7.0,8.0,8.0,6.0
1727,0,20.0,42390.0,Writer,0,5.0,8.0,6.0,2.0,2.0,4.0
1728,0,20.0,42390.0,Writer,0,2.0,1.0,4.0,1.0,6.0,1.0
1729,0,20.0,42390.0,Writer,1,6.0,8.0,8.0,6.0,8.0,5.0
1730,0,20.0,42390.0,Writer,0,8.0,10.0,8.0,7.0,8.0,7.0
1731,0,20.0,42390.0,Writer,0,9.0,4.0,5.0,2.0,2.0,2.0
1732,0,20.0,42390.0,Writer,1,8.0,7.0,8.0,6.0,5.0,6.0
1733,0,20.0,42390.0,Writer,0,5.0,7.0,2.0,2.0,4.0,4.0
1734,0,20.0,42390.0,Writer,1,9.0,9.0,9.0,8.0,10.0,9.0
1735,0,20.0,42390.0,Writer,0,7.0,8.0,6.0,5.0,7.0,5.0
1736,0,21.0,43636.0,"no idea, maybe a professor",1,8.0,10.0,10.0,7.0,7.0,9.0
1737,0,21.0,43636.0,"no idea, maybe a professor",1,9.0,10.0,7.0,5.0,10.0,9.0
1738,0,21.0,43636.0,"no idea, maybe a professor",0,4.0,6.0,7.0,6.0,6.0,5.0
1739,0,21.0,43636.0,"no idea, maybe a professor",1,6.0,10.0,10.0,8.0,8.0,8.0
1740,0,21.0,43636.0,"no idea, maybe a professor",1,8.0,7.0,10.0,7.0,10.0,9.0
1741,0,21.0,43636.0,"no idea, maybe a professor",0,4.0,4.0,2.0,1.0,1.0,1.0
1742,0,21.0,43636.0,"no idea, maybe a professor",1,9.0,10.0,10.0,5.0,7.0,9.0
1743,0,21.0,43636.0,"no idea, maybe a professor",0,7.0,6.0,7.0,8.0,10.0,7.0
1744,0,21.0,43636.0,"no idea, maybe a professor",1,6.0,10.0,5.0,2.0,2.0,7.0
1745,0,21.0,43636.0,"no idea, maybe a professor",1,7.0,10.0,10.0,8.0,10.0,9.0
1746,1,22.0,57887.0,Lawyer,1,9.0,9.0,9.0,9.0,9.0,9.0
1747,1,22.0,57887.0,Lawyer,0,10.0,10.0,10.0,10.0,10.0,10.0
1748,1,22.0,57887.0,Lawyer,0,6.0,10.0,7.0,7.0,7.0,8.0
1749,1,22.0,57887.0,Lawyer,0,10.0,10.0,10.0,10.0,10.0,10.0
1750,1,22.0,57887.0,Lawyer,1,10.0,10.0,10.0,10.0,10.0,10.0
1751,1,22.0,57887.0,Lawyer,0,10.0,10.0,10.0,10.0,10.0,10.0
1752,1,22.0,57887.0,Lawyer,1,9.0,9.0,8.0,7.0,8.0,8.0
1753,1,22.0,57887.0,Lawyer,1,6.0,7.0,7.0,7.0,7.0,8.0
1754,1,22.0,57887.0,Lawyer,0,6.0,9.0,8.0,7.0,6.0,7.0
1755,1,22.0,57887.0,Lawyer,0,6.0,10.0,8.0,8.0,8.0,8.0
1756,1,18.0,30768.0,Cardiologist,1,9.0,7.0,7.0,6.0,4.0,8.0
1757,1,18.0,30768.0,Cardiologist,0,6.0,5.0,5.0,4.0,4.0,4.0
1758,1,18.0,30768.0,Cardiologist,0,4.0,6.0,6.0,5.0,4.0,4.0
1759,1,18.0,30768.0,Cardiologist,0,4.0,5.0,4.0,4.0,5.0,4.0
1760,1,18.0,30768.0,Cardiologist,0,6.0,5.0,5.0,4.0,4.0,4.0
1761,1,18.0,30768.0,Cardiologist,0,6.0,6.0,5.0,6.0,5.0,6.0
1762,1,18.0,30768.0,Cardiologist,0,6.0,4.0,5.0,6.0,7.0,5.0
1763,1,18.0,30768.0,Cardiologist,0,9.0,6.0,8.0,5.0,7.0,5.0
1764,1,18.0,30768.0,Cardiologist,0,5.0,4.0,5.0,4.0,5.0,3.0
1765,1,18.0,30768.0,Cardiologist,0,4.0,5.0,5.0,4.0,5.0,4.0
1766,1,22.0,66699.0,Law or finance,1,6.0,7.0,7.0,4.0,4.0,6.0
1767,1,22.0,66699.0,Law or finance,1,7.0,6.0,7.0,5.0,5.0,8.0
1768,1,22.0,66699.0,Law or finance,1,5.0,6.0,8.0,7.0,7.0,7.0
1769,1,22.0,66699.0,Law or finance,1,6.0,2.0,4.0,4.0,4.0,6.0
1770,1,22.0,66699.0,Law or finance,1,5.0,4.0,3.0,2.0,5.0,7.0
1771,1,22.0,66699.0,Law or finance,1,8.0,7.0,6.0,5.0,5.0,7.0
1772,1,22.0,66699.0,Law or finance,1,9.0,8.0,4.0,5.0,3.0,7.0
1773,1,22.0,66699.0,Law or finance,0,7.0,5.0,6.0,6.0,8.0,8.0
1774,1,22.0,66699.0,Law or finance,1,2.0,7.0,9.0,6.0,7.0,7.0
1775,1,22.0,66699.0,Law or finance,1,6.0,7.0,7.0,6.0,7.0,7.0
1776,1,21.0,45360.0,Pediatrics,1,9.0,8.0,9.0,9.0,8.0,8.0
1777,1,21.0,45360.0,Pediatrics,1,8.0,8.0,7.0,7.0,7.0,7.0
1778,1,21.0,45360.0,Pediatrics,0,5.0,8.0,8.0,6.0,7.0,5.0
1779,1,21.0,45360.0,Pediatrics,1,10.0,10.0,9.0,10.0,9.0,10.0
1780,1,21.0,45360.0,Pediatrics,1,10.0,10.0,10.0,10.0,10.0,10.0
1781,1,21.0,45360.0,Pediatrics,1,10.0,5.0,6.0,10.0,10.0,10.0
1782,1,21.0,45360.0,Pediatrics,1,8.0,8.0,6.0,6.0,6.0,7.0
1783,1,21.0,45360.0,Pediatrics,1,9.0,8.0,7.0,8.0,7.0,7.0
1784,1,21.0,45360.0,Pediatrics,0,4.0,6.0,6.0,5.0,4.0,3.0
1785,1,21.0,45360.0,Pediatrics,0,7.0,7.0,6.0,6.0,5.0,5.0
1786,1,22.0,55080.0,medicine,1,7.0,8.0,7.0,6.0,6.0,6.0
1787,1,22.0,55080.0,medicine,1,6.0,8.0,9.0,9.0,8.0,7.0
1788,1,22.0,55080.0,medicine,0,6.0,7.0,7.0,6.0,7.0,6.0
1789,1,22.0,55080.0,medicine,0,5.0,7.0,6.0,6.0,6.0,5.0
1790,1,22.0,55080.0,medicine,0,7.0,6.0,8.0,9.0,7.0,7.0
1791,1,22.0,55080.0,medicine,0,7.0,7.0,7.0,7.0,7.0,7.0
1792,1,22.0,55080.0,medicine,1,6.0,9.0,8.0,9.0,7.0,7.0
1793,1,22.0,55080.0,medicine,1,7.0,7.0,7.0,7.0,6.0,7.0
1794,1,22.0,55080.0,medicine,0,4.0,8.0,7.0,6.0,6.0,5.0
1795,1,22.0,55080.0,medicine,0,7.0,7.0,6.0,8.0,8.0,7.0
1796,1,22.0,,Porn Star,1,10.0,7.0,9.0,10.0,8.0,10.0
1797,1,22.0,,Porn Star,0,5.0,5.0,5.0,5.0,5.0,5.0
1798,1,22.0,,Porn Star,0,5.0,7.0,7.0,2.0,5.0,3.0
1799,1,22.0,,Porn Star,1,7.0,3.0,7.0,10.0,7.0,7.0
1800,1,22.0,,Porn Star,1,7.0,7.0,7.0,7.0,5.0,7.0
1801,1,22.0,,Porn Star,1,7.0,7.0,8.0,8.0,10.0,7.0
1802,1,22.0,,Porn Star,1,9.0,8.0,8.0,6.0,7.0,8.0
1803,1,22.0,,Porn Star,1,8.0,5.0,7.0,8.0,5.0,7.0
1804,1,22.0,,Porn Star,0,5.0,8.0,7.0,0.0,5.0,4.0
1805,1,22.0,,Porn Star,0,7.0,7.0,6.0,5.0,5.0,6.0
1806,1,21.0,,Mechanical Engineering,1,10.0,9.0,8.0,9.0,9.0,9.0
1807,1,21.0,,Mechanical Engineering,1,7.0,9.0,9.0,8.0,8.0,7.0
1808,1,21.0,,Mechanical Engineering,1,7.0,9.0,9.0,8.0,8.0,7.0
1809,1,21.0,,Mechanical Engineering,1,9.0,7.0,6.0,10.0,8.0,8.0
1810,1,21.0,,Mechanical Engineering,1,7.0,7.0,7.0,7.0,8.0,6.0
1811,1,21.0,,Mechanical Engineering,1,8.0,8.0,9.0,9.0,7.0,8.0
1812,1,21.0,,Mechanical Engineering,1,9.0,8.0,9.0,7.0,8.0,8.0
1813,1,21.0,,Mechanical Engineering,1,8.0,8.0,10.0,10.0,8.0,8.0
1814,1,21.0,,Mechanical Engineering,0,6.0,9.0,7.0,7.0,8.0,5.0
1815,1,21.0,,Mechanical Engineering,1,8.0,9.0,9.0,8.0,8.0,8.0
1816,1,,,entrepeneur,1,9.0,8.0,9.0,10.0,8.0,8.0
1817,1,,,entrepeneur,0,7.0,8.0,8.0,7.0,7.0,7.0
1819,1,,,entrepeneur,1,8.0,8.0,8.0,7.0,6.0,7.0
1821,1,,,entrepeneur,1,8.0,9.0,10.0,9.0,5.0,8.0
1823,1,,,entrepeneur,1,9.0,8.0,8.0,10.0,9.0,8.0
1824,1,,,entrepeneur,1,7.0,8.0,10.0,6.0,5.0,7.0
1826,1,20.0,,don't know,0,5.0,5.0,5.0,2.0,1.0,5.0
1827,1,20.0,,don't know,0,3.0,3.0,5.0,6.0,1.0,5.0
1828,1,20.0,,don't know,0,1.0,1.0,6.0,2.0,5.0,3.0
1829,1,20.0,,don't know,0,6.0,5.0,5.0,4.0,3.0,6.0
1830,1,20.0,,don't know,0,3.0,7.0,2.0,1.0,1.0,2.0
1831,1,20.0,,don't know,0,6.0,6.0,6.0,3.0,8.0,6.0
1832,1,20.0,,don't know,1,7.0,6.0,6.0,6.0,6.0,8.0
1833,1,20.0,,don't know,1,9.0,6.0,8.0,6.0,6.0,9.0
1834,1,20.0,,don't know,0,2.0,1.0,3.0,1.0,1.0,2.0
1835,1,20.0,,don't know,0,1.0,5.0,5.0,4.0,3.0,3.0
1836,1,19.0,17378.0,Not Sure,0,5.0,5.0,5.0,5.0,5.0,5.0
1837,1,19.0,17378.0,Not Sure,0,5.0,5.0,5.0,5.0,5.0,5.0
1838,1,19.0,17378.0,Not Sure,0,5.0,5.0,5.0,5.0,5.0,5.0
1840,1,19.0,17378.0,Not Sure,0,5.0,5.0,5.0,5.0,5.0,5.0
1842,1,19.0,17378.0,Not Sure,0,6.0,6.0,6.0,6.0,6.0,6.0
1843,1,19.0,17378.0,Not Sure,0,6.0,6.0,7.0,6.0,6.0,5.0
1844,1,19.0,17378.0,Not Sure,0,7.0,5.0,10.0,6.0,7.0,2.0
1845,1,19.0,17378.0,Not Sure,0,6.0,6.0,7.0,6.0,5.0,3.0
1846,0,27.0,40375.0,Asset Management,0,7.0,9.0,7.0,9.0,6.0,8.0
1847,0,27.0,40375.0,Asset Management,0,8.0,8.0,8.0,8.0,8.0,8.0
1848,0,27.0,40375.0,Asset Management,0,5.0,7.0,9.0,5.0,9.0,5.0
1849,0,27.0,40375.0,Asset Management,1,8.0,9.0,9.0,9.0,9.0,9.0
1850,0,27.0,40375.0,Asset Management,0,5.0,8.0,8.0,8.0,7.0,7.0
1851,0,24.0,,a research position,0,7.0,7.0,7.0,8.0,6.0,7.0
1852,0,24.0,,a research position,0,7.0,6.0,8.0,7.0,8.0,6.0
1853,0,24.0,,a research position,0,6.0,5.0,5.0,6.0,6.0,7.0
1854,0,24.0,,a research position,0,8.0,7.0,7.0,8.0,8.0,7.0
1855,0,24.0,,a research position,0,5.0,6.0,5.0,7.0,5.0,5.0
1856,0,23.0,48929.0,professor,1,8.0,9.0,7.0,9.0,10.0,9.0
1857,0,23.0,48929.0,professor,1,7.0,8.0,9.0,8.0,7.0,7.0
1858,0,23.0,48929.0,professor,0,7.0,7.0,8.0,5.0,8.0,6.0
1859,0,23.0,48929.0,professor,1,8.0,9.0,9.0,9.0,10.0,8.0
1860,0,23.0,48929.0,professor,0,6.0,5.0,6.0,5.0,6.0,5.0
1866,0,,,,0,8.0,8.0,8.0,8.0,8.0,8.0
1867,0,,,,1,10.0,10.0,10.0,10.0,10.0,10.0
1868,0,,,,0,3.0,8.0,8.0,5.0,8.0,5.0
1869,0,,,,0,8.0,8.0,8.0,8.0,8.0,8.0
1870,0,,,,0,6.0,8.0,8.0,8.0,8.0,8.0
1871,1,26.0,78193.0,Real Estate,1,8.0,8.0,9.0,8.0,9.0,7.0
1872,1,26.0,78193.0,Real Estate,0,6.0,10.0,10.0,6.0,7.0,7.0
1873,1,26.0,78193.0,Real Estate,1,9.0,9.0,9.0,8.0,8.0,9.0
1874,1,26.0,78193.0,Real Estate,1,7.0,8.0,8.0,7.0,7.0,7.0
1875,1,26.0,78193.0,Real Estate,1,6.0,8.0,9.0,7.0,9.0,8.0
1876,1,32.0,63351.0,investment banking,1,8.0,7.0,4.0,6.0,6.0,8.0
1877,1,32.0,63351.0,investment banking,0,3.0,8.0,8.0,9.0,8.0,1.0
1878,1,32.0,63351.0,investment banking,0,3.0,8.0,8.0,2.0,7.0,1.0
1879,1,32.0,63351.0,investment banking,0,4.0,6.0,6.0,1.0,7.0,1.0
1880,1,32.0,63351.0,investment banking,1,7.0,8.0,10.0,9.0,9.0,9.0
1886,1,29.0,,Investment Banking,1,7.0,7.0,7.0,7.0,7.0,7.0
1887,1,29.0,,Investment Banking,0,5.0,9.0,8.0,6.0,8.0,6.0
1889,1,29.0,,Investment Banking,1,6.5,8.0,8.0,7.0,7.0,7.0
1890,1,29.0,,Investment Banking,0,5.0,5.0,6.0,8.0,6.0,6.5
1891,1,28.0,,MBA,1,8.0,7.0,7.0,7.0,7.0,7.0
1892,1,28.0,,MBA,1,6.0,10.0,9.0,9.0,6.0,8.0
1893,1,28.0,,MBA,1,7.0,8.0,8.0,7.0,6.0,7.0
1894,1,28.0,,MBA,1,8.0,9.0,8.0,8.0,6.0,8.0
1895,1,28.0,,MBA,0,3.0,7.0,8.0,4.0,8.0,4.0
1896,0,24.0,50745.0,professor,0,4.0,5.0,6.0,4.0,6.0,4.0
1897,0,24.0,50745.0,professor,1,5.0,10.0,9.0,8.0,7.0,9.0
1898,0,24.0,50745.0,professor,1,8.0,8.0,8.0,8.0,10.0,8.0
1899,0,24.0,50745.0,professor,1,10.0,10.0,9.0,8.0,8.0,9.0
1900,0,24.0,50745.0,professor,1,8.0,10.0,9.0,8.0,8.0,8.0
1901,0,24.0,50745.0,professor,1,6.0,8.0,8.0,8.0,8.0,8.0
1902,0,24.0,50745.0,professor,1,8.0,9.0,10.0,8.0,5.0,7.0
1903,0,24.0,50745.0,professor,0,6.0,8.0,7.0,6.0,5.0,7.0
1904,0,24.0,50745.0,professor,0,8.0,6.0,6.0,8.0,9.0,5.0
1905,0,24.0,50745.0,professor,1,8.0,8.0,8.0,8.0,8.0,8.0
1906,0,24.0,50745.0,professor,1,6.0,9.0,9.0,10.0,9.0,10.0
1907,0,24.0,50745.0,professor,1,10.0,10.0,10.0,10.0,10.0,10.0
1908,0,24.0,50745.0,professor,0,4.0,7.0,7.0,9.0,8.0,9.0
1909,0,24.0,50745.0,professor,1,4.0,10.0,9.0,5.0,6.0,7.0
1910,0,24.0,50745.0,professor,1,8.0,7.0,8.0,8.0,8.0,8.0
1911,0,24.0,50745.0,professor,1,6.0,4.0,8.0,9.0,9.0,8.0
1914,0,33.0,,law,0,5.0,5.0,7.0,8.0,7.0,5.0
1915,0,33.0,,law,1,5.0,6.0,8.0,9.0,8.0,8.0
1917,0,33.0,,law,1,9.0,8.0,9.0,8.0,9.0,8.0
1923,0,33.0,,law,1,8.0,9.0,9.0,8.0,8.0,8.0
1924,0,33.0,,law,0,5.0,5.0,9.0,6.0,7.0,4.0
1925,0,33.0,,law,1,8.0,9.0,9.0,7.0,8.0,9.0
1928,0,23.0,29279.0,research,0,4.0,6.0,7.0,4.0,7.0,4.0
1929,0,23.0,29279.0,research,0,4.0,7.0,8.0,5.0,7.0,4.0
1930,0,23.0,29279.0,research,0,7.0,8.0,8.0,8.0,8.0,7.0
1931,0,23.0,29279.0,research,1,8.0,8.0,8.0,10.0,7.0,9.0
1932,0,23.0,29279.0,research,1,7.0,7.0,8.0,8.0,7.0,9.0
1933,0,23.0,29279.0,research,0,6.0,7.0,7.0,8.0,7.0,7.0
1934,0,23.0,29279.0,research,0,8.0,8.0,7.0,7.0,6.0,8.0
1935,0,23.0,29279.0,research,0,7.0,6.0,6.0,5.0,6.0,6.0
1936,0,23.0,29279.0,research,0,7.0,8.0,8.0,7.0,7.0,7.0
1937,0,23.0,29279.0,research,0,6.0,7.0,8.0,7.0,7.0,6.0
1938,0,23.0,29279.0,research,0,5.0,5.0,6.0,6.0,5.0,5.0
1939,0,23.0,29279.0,research,1,7.0,7.0,8.0,8.0,6.0,7.0
1940,0,23.0,29279.0,research,0,5.0,7.0,8.0,6.0,7.0,5.0
1941,0,23.0,29279.0,research,0,5.0,7.0,8.0,7.0,7.0,6.0
1942,0,23.0,29279.0,research,0,5.0,8.0,7.0,7.0,8.0,7.0
1943,0,23.0,29279.0,research,0,6.0,7.0,8.0,6.0,7.0,6.0
1944,0,24.0,38774.0,Neuroscientist/Professor,0,7.0,10.0,10.0,7.0,9.0,8.0
1945,0,24.0,38774.0,Neuroscientist/Professor,0,7.0,10.0,10.0,10.0,10.0,8.0
1946,0,24.0,38774.0,Neuroscientist/Professor,0,8.0,10.0,7.0,10.0,7.0,7.0
1947,0,24.0,38774.0,Neuroscientist/Professor,1,10.0,9.0,9.0,9.0,8.0,9.0
1948,0,24.0,38774.0,Neuroscientist/Professor,0,9.0,9.0,9.0,8.0,9.0,8.0
1949,0,24.0,38774.0,Neuroscientist/Professor,1,9.0,9.0,8.0,7.0,9.0,9.0
1950,0,24.0,38774.0,Neuroscientist/Professor,1,9.0,10.0,10.0,9.0,8.0,9.0
1951,0,24.0,38774.0,Neuroscientist/Professor,0,8.0,8.0,7.0,7.0,5.0,2.0
1952,0,24.0,38774.0,Neuroscientist/Professor,0,7.0,7.0,7.0,7.0,7.0,3.0
1953,0,24.0,38774.0,Neuroscientist/Professor,0,10.0,9.0,9.0,8.0,7.0,8.0
1954,0,24.0,38774.0,Neuroscientist/Professor,0,6.0,9.0,8.0,8.0,7.0,8.0
1955,0,24.0,38774.0,Neuroscientist/Professor,0,9.0,7.0,9.0,7.0,7.0,7.0
1956,0,24.0,38774.0,Neuroscientist/Professor,0,8.0,10.0,9.0,7.0,7.0,9.0
1957,0,24.0,38774.0,Neuroscientist/Professor,0,9.0,9.0,9.0,7.0,8.0,8.0
1958,0,24.0,38774.0,Neuroscientist/Professor,1,9.0,9.0,9.0,7.0,8.0,9.0
1959,0,24.0,38774.0,Neuroscientist/Professor,1,8.0,10.0,10.0,10.0,10.0,10.0
1966,0,36.0,58802.0,Education,1,10.0,9.0,10.0,10.0,8.0,10.0
1976,0,26.0,41831.0,Business,0,5.0,5.0,8.0,5.0,5.0,5.0
1977,0,26.0,41831.0,Business,0,5.0,6.0,8.0,5.0,5.0,5.0
1978,0,26.0,41831.0,Business,1,8.0,6.0,7.0,8.0,9.0,8.0
1979,0,26.0,41831.0,Business,1,7.0,6.0,7.0,6.0,6.0,6.0
1980,0,26.0,41831.0,Business,0,5.0,6.0,6.0,6.0,5.0,5.0
1981,0,26.0,41831.0,Business,1,7.0,8.0,8.0,7.0,7.0,8.0
1982,0,26.0,41831.0,Business,0,6.0,8.0,8.0,6.0,6.0,5.0
1983,0,26.0,41831.0,Business,1,7.0,7.0,7.0,5.0,6.0,6.0
1984,0,26.0,41831.0,Business,1,8.0,8.0,8.0,6.0,8.0,7.0
1985,0,26.0,41831.0,Business,0,6.0,6.0,6.0,6.0,6.0,6.0
1986,0,26.0,41831.0,Business,0,4.0,8.0,8.0,4.0,4.0,4.0
1987,0,26.0,41831.0,Business,1,8.0,7.0,8.0,7.0,7.0,7.0
1988,0,26.0,41831.0,Business,0,4.0,7.0,8.0,4.0,6.0,5.0
1989,0,26.0,41831.0,Business,0,4.0,7.0,9.0,4.0,6.0,5.0
1990,0,26.0,41831.0,Business,1,8.0,10.0,10.0,10.0,8.0,10.0
1991,0,26.0,41831.0,Business,0,6.0,8.0,8.0,8.0,4.0,6.0
1992,0,27.0,,Business,0,4.0,8.0,8.0,2.0,6.0,1.0
1993,0,27.0,,Business,0,3.0,8.0,8.0,2.0,7.0,2.0
1994,0,27.0,,Business,0,7.0,5.0,7.0,8.0,8.0,5.0
1995,0,27.0,,Business,0,5.0,8.0,8.0,5.0,5.0,4.0
1996,0,27.0,,Business,0,6.0,8.0,8.0,4.0,9.0,8.0
1997,0,27.0,,Business,1,7.0,9.0,9.0,8.0,8.0,8.0
1998,0,27.0,,Business,0,4.0,6.0,7.0,6.0,7.0,4.0
1999,0,27.0,,Business,0,6.0,7.0,6.0,1.0,5.0,1.0
2000,0,27.0,,Business,0,7.0,8.0,7.0,5.0,5.0,7.0
2001,0,27.0,,Business,0,3.0,8.0,8.0,5.0,8.0,6.0
2002,0,27.0,,Business,0,2.0,8.0,8.0,4.0,2.0,5.0
2003,0,27.0,,Business,1,8.0,8.0,8.0,5.0,5.0,6.0
2004,0,27.0,,Business,0,3.0,8.0,8.0,4.0,8.0,4.0
2005,0,27.0,,Business,0,4.0,8.0,8.0,7.0,8.0,9.0
2006,0,27.0,,Business,0,7.0,8.0,8.0,10.0,10.0,9.0
2007,0,27.0,,Business,0,7.0,9.0,9.0,5.0,8.0,7.0
2009,0,28.0,52186.0,Professor and Government Official,0,4.0,7.0,8.0,4.0,6.0,4.0
2010,0,28.0,52186.0,Professor and Government Official,1,9.0,7.0,8.0,8.0,8.0,8.0
2011,0,28.0,52186.0,Professor and Government Official,0,8.0,6.0,8.0,8.0,6.0,7.0
2013,0,28.0,52186.0,Professor and Government Official,0,5.0,6.0,6.0,4.0,4.0,5.0
2014,0,28.0,52186.0,Professor and Government Official,0,3.0,7.0,8.0,3.0,3.0,3.0
